Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches,Pos_Primary,Is_Multi_Pos,Player_Key,Season,Table_Type,Rk_shoot,Player_shoot,Nation_shoot,Pos_shoot,Age_shoot,Born_shoot,90s_shoot,Gls_shoot,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_shoot,PKatt_shoot,Matches_shoot,Pos_Primary_shoot,Is_Multi_Pos_shoot,Table_Type_shoot,Rk_playtime,Player_playtime,Nation_playtime,Pos_playtime,Age_playtime,Born_playtime,MP_playtime,Min_playtime,Mn/MP,Min%,90s_playtime,Starts_playtime,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches_playtime,Pos_Primary_playtime,Is_Multi_Pos_playtime,Table_Type_playtime,Rk_misc,Player_misc,Nation_misc,Pos_misc,Age_misc,Born_misc,90s_misc,CrdY_misc,CrdR_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches_misc,Pos_Primary_misc,Is_Multi_Pos_misc,Table_Type_misc,Rk_gk,Player_gk,Nation_gk,Pos_gk,Age_gk,Born_gk,MP_gk,Starts_gk,Min_gk,90s_gk,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_gk,PKA,PKsv,PKm,Save%.1,Matches_gk,Pos_Primary_gk,Is_Multi_Pos_gk,Table_Type_gk
346,Zach Jeacock,eng ENG,GK,Birmingham City,20,2001,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,zach jeacock,2021-2022,standard,346,Zach Jeacock,eng ENG,GK,20,2001,2.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,406,Zach Jeacock,eng ENG,GK,20,2001,2,180,90,4.3,2.0,1.00,90,1.00,0.00,,1.00,0.00,1.50,5.00,-3.50,-3.50,-3.09,Matches,GK,False,playing_time,346,Zach Jeacock,eng ENG,GK,20,2001,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,31,Zach Jeacock,eng ENG,GK,20,2001,2,2,180,2.0,5.00,5.00,6.50,2.00,30.8,0.00,0.00,1.00,0.00,0.0,0.50,0.50,0.00,0.00,0.0,Matches,GK,False,goalkeeping
355,Sam Johnstone,eng ENG,GK,West Brom,28,1993,36,36,"3,239",36.0,0.00,0.03,0.03,0.00,0.00,0.00,0.11,0.03,0.00,0.03,0.03,0.00,0.03,Matches,GK,False,sam johnstone,2021-2022,standard,355,Sam Johnstone,eng ENG,GK,28,1993,36.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,416,Sam Johnstone,eng ENG,GK,28,1993,36,"3,239",90,78.2,36.0,1.00,90,0.97,0.00,,0.03,1.47,1.11,0.92,0.19,+0.19,+0.19,Matches,GK,False,playing_time,355,Sam Johnstone,eng ENG,GK,28,1993,36.0,0.11,0.03,0.00,0.03,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,32,Sam Johnstone,eng ENG,GK,28,1993,36,36,"3,239",36.0,0.92,0.92,2.39,1.53,64.0,0.39,0.31,0.31,0.42,41.7,0.08,0.06,0.03,0.00,33.3,Matches,GK,False,goalkeeping
368,Thomas Kaminski,be BEL,GK,Blackburn,28,1992,44,44,"3,925",43.6,0.00,0.02,0.02,0.00,0.00,0.00,0.09,0.00,0.00,0.02,0.02,0.00,0.02,Matches,GK,False,thomas kaminski,2021-2022,standard,368,Thomas Kaminski,be BEL,GK,28,1992,43.6,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,429,Thomas Kaminski,be BEL,GK,28,1992,44,"3,925",89,94.8,43.6,1.01,89,0.99,0.00,,0.00,1.43,1.28,1.15,0.14,+0.14,-1.12,Matches,GK,False,playing_time,368,Thomas Kaminski,be BEL,GK,28,1992,43.6,0.09,0.00,0.00,0.00,0.16,0.00,0.00,0.02,0.02,,,0.02,Matches,GK,False,misc,33,Thomas Kaminski,be BEL,GK,28,1992,44,44,"3,925",43.6,1.15,1.15,3.94,2.82,71.5,0.39,0.28,0.34,0.30,29.5,0.02,0.02,0.00,0.00,0.0,Matches,GK,False,goalkeeping
421,Joe Lumley,eng ENG,GK,Middlesbrough,26,1995,34,34,"3,060",34.0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,joe lumley,2021-2022,standard,421,Joe Lumley,eng ENG,GK,26,1995,34.0,0.00,0.06,0.00,0.0,0.06,0.00,0.00,,0.00,0.00,Matches,GK,False,shooting,489,Joe Lumley,eng ENG,GK,26,1995,34,"3,060",90,73.9,34.0,1.00,90,1.00,0.00,,0.29,1.59,1.32,1.00,0.32,+0.32,+0.49,Matches,GK,False,playing_time,421,Joe Lumley,eng ENG,GK,26,1995,34.0,0.06,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.06,,,0.03,Matches,GK,False,misc,34,Joe Lumley,eng ENG,GK,26,1995,34,34,"3,060",34.0,1.00,1.00,2.97,1.97,66.3,0.47,0.18,0.35,0.38,38.2,0.00,0.00,0.00,0.00,,Matches,GK,False,goalkeeping
436,David Marshall,sct SCO,GK,QPR,36,1985,11,10,945,10.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,david marshall,2021-2022,standard,436,David Marshall,sct SCO,GK,36,1985,10.5,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,508,David Marshall,sct SCO,GK,36,1985,11,945,86,22.8,10.5,0.95,90,0.95,0.10,45,0.19,1.27,1.24,1.24,0.00,0.00,-0.03,Matches,GK,False,playing_time,436,David Marshall,sct SCO,GK,36,1985,10.5,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,35,David Marshall,sct SCO,GK,36,1985,11,10,945,10.5,1.24,1.24,5.52,4.29,77.6,0.38,0.19,0.38,0.29,30.0,0.00,0.00,0.00,0.00,,Matches,GK,False,goalkeeping
440,Chris Maxwell,wls WAL,GK,Blackpool,31,1990,21,20,"1,842",20.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,chris maxwell,2021-2022,standard,440,Chris Maxwell,wls WAL,GK,31,1990,20.5,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,513,Chris Maxwell,wls WAL,GK,31,1990,21,"1,842",88,44.5,20.5,0.98,89,0.93,0.05,71,0.05,1.10,1.07,1.51,-0.44,-0.44,-0.64,Matches,GK,False,playing_time,440,Chris Maxwell,wls WAL,GK,31,1990,20.5,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,36,Chris Maxwell,wls WAL,GK,31,1990,21,20,"1,842",20.5,1.51,1.51,4.68,3.17,67.7,0.29,0.24,0.44,0.15,15.0,0.00,0.00,0.00,0.00,,Matches,GK,False,goalkeeping
471,Simon Moore,eng ENG,GK,Coventry City,31,1990,41,41,"3,690",41.0,0.00,0.02,0.02,0.00,0.00,0.00,0.02,0.00,0.00,0.02,0.02,0.00,0.02,Matches,GK,False,simon moore,2021-2022,standard,471,Simon Moore,eng ENG,GK,31,1990,41.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,549,Simon Moore,eng ENG,GK,31,1990,41,"3,690",90,89.1,41.0,1.00,90,1.00,0.00,,0.10,1.44,1.32,1.32,0.00,0.00,-0.20,Matches,GK,False,playing_time,471,Simon Moore,eng ENG,GK,31,1990,41.0,0.02,0.00,0.00,0.02,0.07,0.00,0.00,0.02,0.00,,,0.00,Matches,GK,False,misc,37,Simon Moore,eng ENG,GK,31,1990,41,41,"3,690",41.0,1.32,1.32,3.49,2.27,65.7,0.39,0.27,0.34,0.22,22.0,0.12,0.12,0.00,0.00,0.0,Matches,GK,False,goalkeeping
472,Stuart Moore,eng ENG,GK,Blackpool,26,1994,1,0,29,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,stuart moore,2021-2022,standard,472,Stuart Moore,eng ENG,GK,26,1994,0.3,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,550,Stuart Moore,eng ENG,GK,26,1994,1,29,29,0.7,0.3,0.00,,0.00,3.33,29,103.3,3.00,0.00,0.00,0.00,0.00,+0.09,Matches,GK,False,playing_time,472,Stuart Moore,eng ENG,GK,26,1994,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,38,Stuart Moore,eng ENG,GK,26,1994,1,0,29,0.3,0.00,0.00,3.33,3.33,100.0,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,Matches,GK,False,goalkeeping
490,Lee Nicholls,eng ENG,GK,Huddersfield,28,1992,43,43,"3,870",43.0,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,lee nicholls,2021-2022,standard,490,Lee Nicholls,eng ENG,GK,28,1992,43.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,571,Lee Nicholls,eng ENG,GK,28,1992,43,"3,870",90,93.5,43.0,1.00,90,1.00,0.00,,0.02,1.78,1.40,0.95,0.44,+0.44,+1.11,Matches,GK,False,playing_time,490,Lee Nicholls,eng ENG,GK,28,1992,43.0,0.16,0.00,0.00,0.00,0.16,0.00,0.00,0.02,0.00,,,0.02,Matches,GK,False,misc,39,Lee Nicholls,eng ENG,GK,28,1992,43,43,"3,870",43.0,0.95,0.95,4.07,3.19,78.3,0.51,0.28,0.21,0.42,41.9,0.09,0.07,0.00,0.02,0.0,Matches,GK,False,goalkeeping
496,Ørjan Nyland,no NOR,GK,Bournemouth,30,1990,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,rjan nyland,2021-2022,standard,496,Ørjan Nyland,no NOR,GK,30,1990,1.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,577,Ørjan Nyland,no NOR,GK,30,1990,1,90,90,2.2,1.0,1.00,90,1.00,0.00,,22.0,1.00,0.00,0.00,0.00,0.00,-0.78,Matches,GK,False,playing_time,496,Ørjan Nyland,no NOR,GK,30,1990,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,41,Ørjan Nyland,no NOR,GK,30,1990,1,1,90,1.0,0.00,0.00,0.00,0.00,,0.00,1.00,0.00,1.00,100.0,0.00,0.00,0.00,0.00,,Matches,GK,False,goalkeeping
497,Ørjan Nyland,no NOR,GK,Reading,30,1990,10,10,900,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,rjan nyland,2021-2022,standard,497,Ørjan Nyland,no NOR,GK,30,1990,10.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,578,Ørjan Nyland,no NOR,GK,30,1990,10,900,90,21.7,10.0,1.00,90,1.00,0.00,,0.10,1.20,1.20,1.50,-0.30,-0.30,+0.53,Matches,GK,False,playing_time,497,Ørjan Nyland,no NOR,GK,30,1990,10.0,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,40,Ørjan Nyland,no NOR,GK,30,1990,10,10,900,10.0,1.50,1.50,3.70,2.30,62.2,0.30,0.30,0.40,0.10,10.0,0.10,0.10,0.00,0.00,0.0,Matches,GK,False,goalkeeping
501,Max O'Leary,ie IRL,GK,Bristol City,24,1996,9,9,782,8.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,max o'leary,2021-2022,standard,501,Max O'Leary,ie IRL,GK,24,1996,8.7,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,582,Max O'Leary,ie IRL,GK,24,1996,9,782,87,18.9,8.7,1.03,87,0.92,0.00,,3.68,1.11,1.84,2.41,-0.57,-0.58,-0.31,Matches,GK,False,playing_time,501,Max O'Leary,ie IRL,GK,24,1996,8.7,0.00,0.00,0.00,0.00,0.57,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,42,Max O'Leary,ie IRL,GK,24,1996,9,9,782,8.7,2.41,2.42,4.02,1.95,48.6,0.34,0.11,0.57,0.00,0.0,0.34,0.34,0.00,0.00,0.0,Matches,GK,False,goalkeeping
514,Robin Olsen,se SWE,GK,Sheffield United,31,1990,11,11,990,11.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,robin olsen,2021-2022,standard,514,Robin Olsen,se SWE,GK,31,1990,11.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,596,Robin Olsen,se SWE,GK,31,1990,11,990,90,23.9,11.0,1.00,90,1.00,0.00,,0.00,1.27,1.36,1.55,-0.18,-0.18,-0.75,Matches,GK,False,playing_time,514,Robin Olsen,se SWE,GK,31,1990,11.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,43,Robin Olsen,se SWE,GK,31,1990,11,11,990,11.0,1.55,1.55,3.91,2.45,62.8,0.36,0.18,0.45,0.09,9.1,0.09,0.09,0.00,0.00,0.0,Matches,GK,False,goalkeeping
524,Alex Palmer,eng ENG,GK,Luton Town,24,1996,2,2,180,2.0,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.50,Matches,GK,False,alex palmer,2021-2022,standard,524,Alex Palmer,eng ENG,GK,24,1996,2.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,610,Alex Palmer,eng ENG,GK,24,1996,2,180,90,4.3,2.0,1.00,90,1.00,0.00,,0.00,1.50,1.00,1.00,0.00,0.00,-0.18,Matches,GK,False,playing_time,524,Alex Palmer,eng ENG,GK,24,1996,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,44,Alex Palmer,eng ENG,GK,24,1996,2,2,180,2.0,1.00,1.00,2.50,2.00,80.0,0.50,0.00,0.50,0.50,50.0,0.50,0.50,0.00,0.00,0.0,Matches,GK,False,goalkeeping
531,Aynsley Pears,eng ENG,GK,Blackburn,23,1998,3,2,215,2.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,aynsley pears,2021-2022,standard,531,Aynsley Pears,eng ENG,GK,23,1998,2.4,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,619,Aynsley Pears,eng ENG,GK,23,1998,3,215,72,5.2,2.4,0.83,90,0.83,0.42,35,15.4,3.00,1.25,0.00,1.25,+1.26,+1.12,Matches,GK,False,playing_time,531,Aynsley Pears,eng ENG,GK,23,1998,2.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,45,Aynsley Pears,eng ENG,GK,23,1998,3,2,215,2.4,0.00,0.00,3.33,3.33,100.0,0.83,0.00,0.00,1.25,150.0,0.00,0.00,0.00,0.00,,Matches,GK,False,goalkeeping
536,Dillon Phillips,eng ENG,GK,Cardiff City,26,1995,17,17,"1,530",17.0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,dillon phillips,2021-2022,standard,536,Dillon Phillips,eng ENG,GK,26,1995,17.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,625,Dillon Phillips,eng ENG,GK,26,1995,17,"1,530",90,37.0,17.0,1.00,90,1.00,0.00,,1.71,1.06,1.00,1.53,-0.53,-0.53,-0.22,Matches,GK,False,playing_time,536,Dillon Phillips,eng ENG,GK,26,1995,17.0,0.06,0.00,0.00,0.06,0.18,0.00,0.00,0.00,0.06,,,0.00,Matches,GK,False,misc,46,Dillon Phillips,eng ENG,GK,26,1995,17,17,"1,530",17.0,1.53,1.53,4.00,2.53,63.2,0.29,0.18,0.53,0.12,11.8,0.06,0.06,0.00,0.00,0.0,Matches,GK,False,goalkeeping
551,Christy Pym,eng ENG,GK,Peterborough,26,1995,7,7,630,7.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,christy pym,2021-2022,standard,551,Christy Pym,eng ENG,GK,26,1995,7.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,641,Christy Pym,eng ENG,GK,26,1995,7,630,90,15.2,7.0,1.00,90,1.00,0.00,,0.00,0.57,1.00,2.43,-1.43,-1.43,-0.56,Matches,GK,False,playing_time,551,Christy Pym,eng ENG,GK,26,1995,7.0,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.14,,,0.00,Matches,GK,False,misc,47,Christy Pym,eng ENG,GK,26,1995,7,7,630,7.0,2.43,2.43,5.14,2.71,52.8,0.14,0.14,0.71,0.00,0.0,0.00,0.00,0.00,0.00,,Matches,GK,False,goalkeeping
557,Aaron Ramsdale,eng ENG,GK,Sheffield United,23,1998,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,aaron ramsdale,2021-2022,standard,557,Aaron Ramsdale,eng ENG,GK,23,1998,2.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,647,Aaron Ramsdale,eng ENG,GK,23,1998,2,180,90,4.3,2.0,1.00,90,1.00,0.00,,0.00,0.50,0.00,0.50,-0.50,-0.50,-0.93,Matches,GK,False,playing_time,557,Aaron Ramsdale,eng ENG,GK,23,1998,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,48,Aaron Ramsdale,eng ENG,GK,23,1998,2,2,180,2.0,0.50,0.50,1.50,1.00,66.7,0.00,0.50,0.50,0.50,50.0,0.00,0.00,0.00,0.00,,Matches,GK,False,goalkeeping
577,Marek Rodák,sk SVK,GK,Fulham,24,1996,33,33,"2,970",33.0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,marek rodak,2021-2022,standard,577,Marek Rodák,sk SVK,GK,24,1996,33.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,671,Marek Rodák,sk SVK,GK,24,1996,33,"2,970",90,71.7,33.0,1.00,90,1.00,0.00,,0.33,2.09,2.52,0.79,1.73,+1.73,+1.27,Matches,GK,False,playing_time,577,Marek Rodák,sk SVK,GK,24,1996,33.0,0.03,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,49,Marek Rodák,sk SVK,GK,24,1996,33,33,"2,970",33.0,0.79,0.79,2.79,2.09,75.0,0.64,0.18,0.18,0.42,42.4,0.09,0.09,0.00,0.00,0.0,Matches,GK,False,goalkeeping
581,Kelle Roos,nl NED,GK,Derby County,29,1992,18,17,"1,515",16.8,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,kelle roos,2021-2022,standard,581,Kelle Roos,nl NED,GK,29,1992,16.8,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,675,Kelle Roos,nl NED,GK,29,1992,18,"1,515",84,36.6,16.8,1.01,88,0.95,0.06,19,1.49,1.06,0.95,1.01,-0.06,-0.06,+0.18,Matches,GK,False,playing_time,581,Kelle Roos,nl NED,GK,29,1992,16.8,0.06,0.06,0.00,0.06,0.18,0.00,0.00,0.06,0.00,,,0.00,Matches,GK,False,misc,50,Kelle Roos,nl NED,GK,29,1992,18,17,"1,515",16.8,1.01,1.01,3.81,2.92,75.0,0.24,0.42,0.36,0.30,29.4,0.12,0.06,0.06,0.00,50.0,Matches,GK,False,goalkeeping
585,Declan Rudd,eng ENG,GK,Preston,30,1991,1,1,12,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,declan rudd,2021-2022,standard,585,Declan Rudd,eng ENG,GK,30,1991,0.1,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,680,Declan Rudd,eng ENG,GK,30,1991,1,12,12,0.3,0.1,10.0,12,0.00,0.00,,150.0,0.00,10.0,0.00,10.0,+7.50,+7.61,Matches,GK,False,playing_time,585,Declan Rudd,eng ENG,GK,30,1991,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,51,Declan Rudd,eng ENG,GK,30,1991,1,1,12,0.1,0.00,0.00,0.00,0.00,,0.00,0.00,10.0,0.00,0.0,0.00,0.00,0.00,0.00,,Matches,GK,False,goalkeeping
589,Brice Samba,fr FRA,GK,Nottingham,27,1994,40,40,"3,594",39.9,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.03,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,brice samba,2021-2022,standard,589,Brice Samba,fr FRA,GK,27,1994,39.9,0.00,0.03,0.00,0.0,0.03,0.00,0.00,,0.00,0.00,Matches,GK,False,shooting,685,Brice Samba,fr FRA,GK,27,1994,40,"3,594",90,86.8,39.9,1.00,90,0.98,0.00,,0.08,1.74,1.55,0.88,0.68,+0.68,-0.31,Matches,GK,False,playing_time,589,Brice Samba,fr FRA,GK,27,1994,39.9,0.15,0.03,0.00,0.03,0.05,0.00,0.00,0.05,0.00,,,0.00,Matches,GK,False,misc,52,Brice Samba,fr FRA,GK,27,1994,40,40,"3,594",39.9,0.88,0.88,3.53,2.81,78.7,0.50,0.23,0.28,0.35,35.0,0.15,0.13,0.03,0.00,16.7,Matches,GK,False,goalkeeping
594,Matija Šarkić,me MNE,GK,Birmingham City,24,1997,23,23,"2,070",23.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,matija sarkic,2021-2022,standard,594,Matija Šarkić,me MNE,GK,24,1997,23.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,691,Matija Šarkić,me MNE,GK,24,1997,23,"2,070",90,50.0,23.0,1.00,90,1.00,0.00,,0.00,1.17,0.96,1.26,-0.30,-0.30,+0.48,Matches,GK,False,playing_time,594,Matija Šarkić,me MNE,GK,24,1997,23.0,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.13,0.04,,,0.00,Matches,GK,False,misc,53,Matija Šarkić,me MNE,GK,24,1997,23,23,"2,070",23.0,1.26,1.26,3.52,2.39,67.9,0.30,0.26,0.43,0.43,43.5,0.13,0.13,0.00,0.00,0.0,Matches,GK,False,goalkeeping
600,Ryan Schofield,eng ENG,GK,Huddersfield,21,1999,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,ryan schofield,2021-2022,standard,600,Ryan Schofield,eng ENG,GK,21,1999,2.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,697,Ryan Schofield,eng ENG,GK,21,1999,2,180,90,4.3,2.0,1.00,90,1.00,0.00,,6.00,0.50,1.00,3.00,-2.00,-2.00,-2.48,Matches,GK,False,playing_time,600,Ryan Schofield,eng ENG,GK,21,1999,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,54,Ryan Schofield,eng ENG,GK,21,1999,2,2,180,2.0,3.00,3.00,7.00,4.00,57.1,0.00,0.50,0.50,0.00,0.0,0.00,0.00,0.00,0.00,,Matches,GK,False,goalkeeping
608,James Shea,eng ENG,GK,Luton Town,30,1991,19,19,"1,664",18.5,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,james shea,2021-2022,standard,608,James Shea,eng ENG,GK,30,1991,18.5,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,706,James Shea,eng ENG,GK,30,1991,19,"1,664",88,40.2,18.5,1.03,88,0.97,0.00,,1.08,1.84,1.41,0.97,0.43,+0.43,+0.43,Matches,GK,False,playing_time,608,James Shea,eng ENG,GK,30,1991,18.5,0.05,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,55,James Shea,eng ENG,GK,30,1991,19,19,"1,664",18.5,0.97,0.97,3.68,2.76,75.0,0.54,0.27,0.22,0.43,42.1,0.05,0.05,0.00,0.00,0.0,Matches,GK,False,goalkeeping
620,Simon Sluga,hr CRO,GK,Luton Town,28,1993,19,19,"1,710",19.0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,simon sluga,2021-2022,standard,620,Simon Sluga,hr CRO,GK,28,1993,19.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,720,Simon Sluga,hr CRO,GK,28,1993,19,"1,710",90,41.3,19.0,1.00,90,1.00,0.00,,0.26,1.26,1.42,1.37,0.05,+0.05,-0.21,Matches,GK,False,playing_time,620,Simon Sluga,hr CRO,GK,28,1993,19.0,0.05,0.00,0.00,0.00,0.21,0.00,0.00,0.05,0.00,,,0.00,Matches,GK,False,misc,56,Simon Sluga,hr CRO,GK,28,1993,19,19,"1,710",19.0,1.37,1.37,2.95,1.68,55.4,0.32,0.32,0.37,0.37,36.8,0.11,0.05,0.05,0.00,50.0,Matches,GK,False,goalkeeping
628,Alex Smithies,eng ENG,GK,Cardiff City,31,1990,29,29,"2,610",29.0,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,alex smithies,2021-2022,standard,628,Alex Smithies,eng ENG,GK,31,1990,29.0,0.00,0.03,0.00,0.0,0.03,0.00,0.00,,0.00,0.00,Matches,GK,False,shooting,729,Alex Smithies,eng ENG,GK,31,1990,29,"2,610",90,63.0,29.0,1.00,90,1.00,0.00,,0.34,1.21,1.14,1.45,-0.31,-0.31,+0.22,Matches,GK,False,playing_time,628,Alex Smithies,eng ENG,GK,31,1990,29.0,0.07,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,,,0.03,Matches,GK,False,misc,57,Alex Smithies,eng ENG,GK,31,1990,29,29,"2,610",29.0,1.45,1.45,3.28,1.86,56.8,0.34,0.17,0.48,0.17,17.2,0.03,0.03,0.00,0.00,0.0,Matches,GK,False,goalkeeping
